Learner,stream,randomSeed,learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,1000.0,0.015625,2.166618489556842E-12,1000.0,81.8,54.2419244539201,60.606060606060595,45.18072289156624,1000.0,536.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,2000.0,0.03125,5.15784550872114E-11,2000.0,83.1,60.496851435436895,64.2706131078224,50.29411764705881,2000.0,12224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,3000.0,0.046875,1.0099029168486596E-10,3000.0,84.83333333333334,65.41063781263463,67.50000000000001,54.861111111111114,3000.0,12224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,4000.0,0.046875,1.0099029168486596E-10,4000.0,86.425,69.27180979985931,70.21393307734502,58.86363636363635,4000.0,12224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,5000.0,0.046875,1.0099029168486596E-10,5000.0,87.26,71.54888410882351,72.13473315835522,61.58021712907118,5000.0,12224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,6000.0,0.046875,1.0099029168486596E-10,6000.0,87.36666666666667,71.90269882362013,72.02952029520297,61.522842639593925,6000.0,12224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,7000.0,0.0625,1.5040212828252052E-10,7000.0,87.55714285714285,72.38753070341735,72.22576530612244,61.81499342393686,7000.0,12224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,8000.0,0.0625,1.5040212828252052E-10,8000.0,87.8875,73.24649257100103,72.69653423499577,62.773722627737214,8000.0,12224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,9000.0,0.078125,2.1811704047852095E-10,9000.0,87.95555555555555,73.44439578759957,72.83888749686794,62.77472527472527,9000.0,16752.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,10000.0,0.09375,3.0413502827286723E-10,10000.0,88.42,74.49198969176807,73.72958257713248,64.30332922318127,10000.0,21280.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,11000.0,0.09375,3.0413502827286723E-10,11000.0,88.93636363636364,75.50255178244876,74.82936918304033,65.61175473297541,11000.0,21296.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,12000.0,0.09375,3.0413502827286723E-10,12000.0,89.33333333333333,76.37173463833555,75.73919636087945,67.0442842430484,12000.0,21312.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,13000.0,0.109375,3.9028236642479897E-10,13000.0,89.73846153846154,77.16245310283011,76.59649122807016,68.13186813186812,13000.0,21312.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,14000.0,0.109375,3.9028236642479897E-10,14000.0,90.09285714285714,77.8230448463762,77.32177894048398,68.97091722595079,14000.0,21312.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,15000.0,0.109375,3.9028236642479897E-10,15000.0,90.41333333333334,78.49771456723914,78.04244922888991,69.97285445813323,15000.0,21312.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,16000.0,0.125,4.764297045767308E-10,16000.0,90.69375,79.09729440867716,78.67678648145495,70.82680250783697,16000.0,21312.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,17000.0,0.125,4.764297045767308E-10,17000.0,90.95294117647059,79.72642695062386,79.32795698924731,71.85212298682285,17000.0,25664.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,18000.0,0.140625,5.808801183270084E-10,18000.0,91.11666666666667,80.0654859383758,79.75693125712115,72.34520927014873,18000.0,25840.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,19000.0,0.140625,5.808801183270084E-10,19000.0,91.32105263157895,80.55337626805567,80.18505167027156,73.13457152166829,19000.0,30224.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,20000.0,0.140625,5.808801183270084E-10,20000.0,91.47,80.87849206398576,80.50285714285714,73.62807234503012,20000.0,30392.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,21000.0,0.171875,1.3979863271945053E-9,21000.0,91.58571428571427,81.10542187778591,80.78094409397431,73.98026800176703,21000.0,101072.0,33.0,26.0,26.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,22000.0,0.171875,1.3979863271945053E-9,22000.0,91.62727272727273,81.19050372382445,80.90796019900498,74.12557943531394,22000.0,106040.0,33.0,26.0,26.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,23000.0,0.1875,1.8313423626952702E-9,23000.0,91.78695652173913,81.51317829087935,81.27663792248984,74.54177897574122,23000.0,107208.0,33.0,26.0,26.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,24000.0,0.1875,1.8313423626952702E-9,24000.0,91.9,81.77864199393147,81.59265221096487,74.92906886768121,24000.0,108640.0,33.0,26.0,26.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,25000.0,0.203125,2.274820063677099E-9,25000.0,92.0,82.0077366588429,81.84623763274939,75.2505877985398,25000.0,109712.0,33.0,26.0,26.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,26000.0,0.203125,2.274820063677099E-9,26000.0,92.11923076923077,82.2714110199743,82.11729795775877,75.6361474435196,26000.0,109720.0,33.0,26.0,26.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,27000.0,0.21875,2.722728014406231E-9,27000.0,92.2074074074074,82.48272622212478,82.31932773109243,75.94603864182005,27000.0,110808.0,33.0,26.0,26.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,28000.0,0.21875,2.722728014406231E-9,28000.0,92.32857142857142,82.75034060075426,82.56776497321863,76.33057851239668,28000.0,110888.0,33.0,26.0,26.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,29000.0,0.234375,3.198575642373827E-9,29000.0,92.43448275862069,82.97330605843896,82.74343243668399,76.60232483736804,29000.0,117720.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,30000.0,0.234375,3.198575642373827E-9,30000.0,92.46,83.04174294217133,82.82981630484288,76.71881432688348,30000.0,118568.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,31000.0,0.25,3.6784007938371768E-9,31000.0,92.51612903225806,83.1724829853026,82.96747669040452,76.91082802547771,31000.0,118704.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,32000.0,0.265625,4.158484646015697E-9,32000.0,92.578125,83.33666541557182,83.14527003051595,77.17662886796079,32000.0,118768.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,33000.0,0.265625,4.158484646015697E-9,33000.0,92.62727272727273,83.45451535423612,83.26915142346306,77.36533631035445,33000.0,118808.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,34000.0,0.28125,4.6387948613199925E-9,34000.0,92.66176470588235,83.53857225913599,83.38217663514054,77.48601335499008,34000.0,118824.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,35000.0,0.28125,4.6387948613199925E-9,35000.0,92.68285714285715,83.59343460924545,83.43574154323782,77.57246694106314,35000.0,118872.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,36000.0,0.296875,5.119396114928855E-9,36000.0,92.72500000000001,83.67935137168332,83.52415702063412,77.6916524701874,36000.0,118896.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,37000.0,0.296875,5.119396114928855E-9,37000.0,92.7945945945946,83.83271168769627,83.67921640648913,77.9231533620404,37000.0,118912.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,38000.0,0.3125,5.600159056484699E-9,38000.0,92.84210526315789,83.94346873141065,83.79312399451825,78.09454779737456,38000.0,118936.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,39000.0,0.3125,5.600159056484699E-9,39000.0,92.8923076923077,84.05999439000507,83.93974507531865,78.2724564978837,39000.0,118952.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,40000.0,0.3125,5.600159056484699E-9,40000.0,92.9625,84.20727806720693,84.08525554047944,78.47694777888219,40000.0,118952.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,41000.0,0.328125,6.080986673219336E-9,41000.0,93.0170731707317,84.33688325905727,84.20588073040217,78.68046764464965,41000.0,118952.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,42000.0,0.328125,6.080986673219336E-9,42000.0,93.02619047619048,84.36368757575511,84.2323428079242,78.73375444710665,42000.0,118960.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,43000.0,0.34375,6.561846627543369E-9,43000.0,93.04883720930232,84.40611955956875,84.27007683401747,78.78185561155676,43000.0,118960.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,44000.0,0.34375,6.561846627543369E-9,44000.0,93.11136363636363,84.53669573216882,84.41324694024476,78.96161588116887,44000.0,118968.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,45000.0,0.359375,7.042738919456799E-9,45000.0,93.16222222222223,84.63044196572991,84.51278437688747,79.07514450867052,45000.0,118968.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,46000.0,0.359375,7.042738919456799E-9,46000.0,93.19565217391305,84.7092008173218,84.59342390234299,79.19989367357789,46000.0,118976.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,47000.0,0.375,7.523663548959626E-9,47000.0,93.25106382978723,84.82584306266916,84.71177944862154,79.35836532830089,47000.0,118976.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,48000.0,0.375,7.523663548959626E-9,48000.0,93.2625,84.84013443622528,84.73304064580088,79.37763040428518,48000.0,118976.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,49000.0,0.390625,8.00462051605185E-9,49000.0,93.27755102040817,84.84911495987609,84.73162139612498,79.36348828467612,49000.0,118984.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,50000.0,0.390625,8.00462051605185E-9,50000.0,93.31,84.92106302262853,84.80443374369692,79.45962542216765,50000.0,118992.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,51000.0,0.390625,8.00462051605185E-9,51000.0,93.35686274509804,85.02988670990669,84.9221183800623,79.62105263157892,51000.0,119000.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,52000.0,0.40625,8.485642158322865E-9,52000.0,93.4,85.12163840934015,85.02748451269524,79.75221238938055,52000.0,119000.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,53000.0,0.421875,8.96666380059388E-9,53000.0,93.43396226415094,85.18667514411197,85.09125182075228,79.83193277310923,53000.0,119000.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,54000.0,0.421875,8.96666380059388E-9,54000.0,93.45740740740742,85.22699374326459,85.13172291894622,79.87697214786127,54000.0,119008.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,55000.0,0.4375,9.447717780454292E-9,55000.0,93.4890909090909,85.30259001265341,85.21103493846536,79.99105995418228,55000.0,119008.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,56000.0,0.4375,9.447717780454292E-9,56000.0,93.54107142857143,85.42096083088835,85.33252230332523,80.16451878256102,56000.0,119008.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,57000.0,0.4375,9.447717780454292E-9,57000.0,93.57368421052632,85.4913851886574,85.41799363057326,80.2586903799515,57000.0,119008.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,58000.0,0.453125,9.928771760314704E-9,58000.0,93.58620689655173,85.51780220271168,85.45625146610368,80.30495552731894,58000.0,119008.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,59000.0,0.453125,9.928771760314704E-9,59000.0,93.59661016949153,85.54839966935917,85.47649252296928,80.35872108136209,59000.0,119008.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,60000.0,0.453125,9.928771760314704E-9,60000.0,93.63166666666667,85.6136104627614,85.54020813623463,80.43723121032153,60000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,61000.0,0.46875,1.0409858077764513E-8,61000.0,93.67213114754098,85.70598972124799,85.64148346538704,80.57079579201691,61000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,62000.0,0.46875,1.0409858077764513E-8,62000.0,93.69354838709677,85.74874859174685,85.69337724112695,80.63205864870218,62000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,63000.0,0.46875,1.0409858077764513E-8,63000.0,93.72063492063492,85.81189255400221,85.75953923686103,80.72030800721282,63000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,64000.0,0.484375,1.089094439521432E-8,64000.0,93.7375,85.84975003194414,85.79730687455705,80.77974392173786,64000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,65000.0,0.484375,1.089094439521432E-8,65000.0,93.76307692307692,85.90366443484191,85.8558369967204,80.85387739680742,65000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,66000.0,0.484375,1.089094439521432E-8,66000.0,93.78030303030303,85.94065607440375,85.90170690661812,80.90608865528628,66000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,67000.0,0.5,1.1372030712664128E-8,67000.0,93.80149253731344,85.98652760635377,85.95060893098783,80.96874713591788,67000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,68000.0,0.5,1.1372030712664128E-8,68000.0,93.82352941176471,86.0405638905614,86.01072511074844,81.04778665222689,68000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,69000.0,0.5,1.1372030712664128E-8,69000.0,93.83188405797101,86.05402051213932,86.02252947551644,81.06424630717211,69000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,70000.0,0.5,1.1372030712664128E-8,70000.0,93.85285714285713,86.10427073643379,86.07308152895102,81.14125432791339,70000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,71000.0,0.515625,1.1853117030113935E-8,71000.0,93.86197183098591,86.12280458183086,86.0944479897894,81.17006567576908,71000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,72000.0,0.515625,1.1853117030113935E-8,72000.0,93.88194444444444,86.16420851294735,86.14169760271817,81.22415924299902,72000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,73000.0,0.515625,1.1853117030113935E-8,73000.0,93.87945205479453,86.15076897141518,86.12206864419942,81.2047787312805,73000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,74000.0,0.53125,1.2334203347563742E-8,74000.0,93.89864864864865,86.20044608108158,86.16643176665238,81.2880765883377,74000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,75000.0,0.546875,1.281528966501355E-8,75000.0,93.90933333333334,86.22700473112036,86.1952251435479,81.33300641575742,75000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,76000.0,0.546875,1.281528966501355E-8,76000.0,93.92368421052632,86.26084614746618,86.23957091775924,81.38128452203362,76000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,77000.0,0.546875,1.281528966501355E-8,77000.0,93.92337662337663,86.26381153137639,86.24672996090649,81.39340676820296,77000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,78000.0,0.546875,1.281528966501355E-8,78000.0,93.92307692307692,86.25831307015567,86.24212695556265,81.38256087981146,78000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,79000.0,0.5625,1.3296375982463357E-8,79000.0,93.93924050632911,86.29057176279316,86.27765676946005,81.42313959804454,79000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,80000.0,0.5625,1.3296375982463357E-8,80000.0,93.94500000000001,86.30152392690108,86.28927257288423,81.43776824034336,80000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,81000.0,0.5625,1.3296375982463357E-8,81000.0,93.94938271604939,86.31448933330583,86.30699597675458,81.46228912928359,81000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,82000.0,0.5625,1.3296375982463357E-8,82000.0,93.96341463414633,86.34535446029429,86.33502650176678,81.50500672545208,82000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,83000.0,0.578125,1.3777462299913164E-8,83000.0,93.96987951807229,86.35356088059933,86.34602793539938,81.50816522574446,83000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,84000.0,0.578125,1.3777462299913164E-8,84000.0,93.97261904761905,86.36035085575722,86.35383537275617,81.52324647835924,84000.0,119016.0,37.0,28.0,28.0,6.0,0.0,0.0,1.0
